|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
9;	1214;	1031063;	0.496912;	0.496356;	0;	3884;	3884;	2304
10;	1213;	1031190;	0.496878;	0.497719;	2;	2440;	2692;	2512
8;	1215;	1031232;	0.496946;	0.496872;	0;	3254;	3254;	2598
7;	1216;	1031298;	0.496980;	0.497146;	0;	3023;	3023;	2475
13;	1210;	1031368;	0.496773;	0.496451;	0;	3651;	3651;	2381
9;	1214;	1031193;	0.496912;	0.497076;	0;	3013;	3013;	2505
14;	1209;	1031572;	0.496738;	0.496842;	0;	3357;	3357;	2575
7;	1216;	1031221;	0.496980;	0.497002;	0;	2999;	2999;	2331
9;	1214;	1031426;	0.496912;	0.497047;	0;	2966;	2966;	2384
8;	1215;	1031251;	0.496946;	0.497053;	0;	3019;	3019;	2343
7;	1216;	1031551;	0.496980;	0.497673;	1;	2451;	2559;	2451
11;	1212;	1031426;	0.496843;	0.496717;	0;	3418;	3418;	2470
6;	1217;	1031249;	0.497014;	0.497146;	0;	2836;	2836;	2436
8;	1215;	1031259;	0.496946;	0.497836;	14;	2171;	2535;	2509
7;	1216;	1031298;	0.496980;	0.496588;	0;	3544;	3544;	2348
4;	1219;	1031213;	0.497080;	0.496827;	0;	3249;	3249;	2361
7;	1216;	1031255;	0.496980;	0.497206;	0;	2814;	2814;	2374
5;	1218;	1031069;	0.497047;	0.497591;	0;	2433;	2433;	2425
8;	1215;	1031394;	0.496946;	0.496099;	0;	4049;	4049;	2545
7;	1216;	1031326;	0.496980;	0.497068;	0;	3048;	3048;	2482
7;	1216;	1031221;	0.496980;	0.497234;	0;	2881;	2881;	2391
7;	1216;	1031466;	0.496980;	0.497067;	0;	3109;	3109;	2505
11;	1212;	1031471;	0.496843;	0.496600;	0;	3513;	3513;	2509
9;	1214;	1031321;	0.496912;	0.496488;	0;	3538;	3538;	2350
7;	1216;	1031190;	0.496980;	0.497390;	0;	2661;	2661;	2373
8;	1215;	1031415;	0.496946;	0.497243;	0;	2879;	2879;	2561
4;	1219;	1031177;	0.497080;	0.497052;	0;	3036;	3036;	2788
7;	1216;	1031140;	0.496980;	0.496101;	0;	3964;	3964;	2624
5;	1218;	1031457;	0.497047;	0.496810;	0;	3382;	3382;	2608
9;	1214;	1031233;	0.496912;	0.496362;	0;	3788;	3788;	2454
8;	1215;	1031471;	0.496946;	0.497107;	0;	3057;	3057;	2445
10;	1213;	1031158;	0.496878;	0.496886;	0;	3186;	3186;	2460
10;	1213;	1031349;	0.496878;	0.497138;	0;	2903;	2903;	2381
8;	1215;	1031186;	0.496946;	0.496943;	0;	3158;	3158;	2398
7;	1216;	1031307;	0.496980;	0.496234;	0;	3904;	3904;	2602
8;	1215;	1031240;	0.496946;	0.497297;	0;	2799;	2799;	2587
8;	1215;	1031245;	0.496946;	0.497636;	1;	2482;	2550;	2482
8;	1215;	1031244;	0.496946;	0.497416;	0;	2721;	2721;	2465
8;	1215;	1031151;	0.496946;	0.496419;	0;	3700;	3700;	2398
7;	1216;	1031371;	0.496980;	0.497425;	0;	2578;	2578;	2414
10;	1213;	1031326;	0.496878;	0.496235;	0;	3791;	3791;	2521
7;	1216;	1031119;	0.496980;	0.496460;	0;	3692;	3692;	2668
7;	1216;	1031088;	0.496980;	0.497089;	0;	3225;	3225;	2329
8;	1215;	1031238;	0.496946;	0.496582;	0;	3581;	3581;	2657
9;	1214;	1031235;	0.496912;	0.497655;	1;	2359;	2527;	2359
7;	1216;	1031333;	0.496980;	0.497637;	2;	2451;	2497;	2495
7;	1216;	1031322;	0.496980;	0.497389;	0;	2680;	2680;	2492
11;	1212;	1031143;	0.496843;	0.497026;	0;	3081;	3081;	2573
12;	1211;	1031340;	0.496808;	0.496328;	0;	3800;	3800;	2350
10;	1213;	1031003;	0.496878;	0.496667;	0;	3518;	3518;	2486
6;	1217;	1031113;	0.497014;	0.497747;	2;	2299;	2541;	2515
4;	1219;	1031161;	0.497080;	0.497161;	0;	2964;	2964;	2556
5;	1218;	1031304;	0.497047;	0.498143;	201;	1819;	2519;	2511
4;	1219;	1031357;	0.497080;	0.497985;	47;	2018;	2500;	2458
9;	1214;	1031481;	0.496912;	0.496572;	0;	3549;	3549;	2347
11;	1212;	1031277;	0.496843;	0.496459;	0;	3684;	3684;	2488
9;	1214;	1031396;	0.496912;	0.496599;	0;	3564;	3564;	2394
11;	1212;	1031278;	0.496843;	0.496961;	0;	3114;	3114;	2292
11;	1212;	1031303;	0.496843;	0.496636;	0;	3442;	3442;	2468
4;	1219;	1031278;	0.497080;	0.497396;	0;	2646;	2646;	2438
6;	1217;	1031220;	0.497014;	0.496325;	0;	3723;	3723;	2447
8;	1215;	1031292;	0.496946;	0.497232;	0;	2848;	2848;	2430
7;	1216;	1031285;	0.496980;	0.496113;	0;	4020;	4020;	2368
7;	1216;	1031304;	0.496980;	0.496864;	0;	3148;	3148;	2410
8;	1215;	1031199;	0.496946;	0.497280;	1;	2797;	3049;	2797
9;	1214;	1031274;	0.496912;	0.497231;	0;	2915;	2915;	2575
5;	1218;	1031155;	0.497047;	0.497309;	0;	2856;	2856;	2428
9;	1214;	1031242;	0.496912;	0.497263;	0;	2676;	2676;	2412
7;	1216;	1031260;	0.496980;	0.497421;	0;	2737;	2737;	2455
9;	1214;	1031188;	0.496912;	0.496594;	0;	3504;	3504;	2474
11;	1212;	1031191;	0.496843;	0.497574;	0;	2484;	2484;	2374
10;	1213;	1031530;	0.496878;	0.496799;	0;	3376;	3376;	2440
12;	1211;	1031331;	0.496808;	0.497252;	0;	2884;	2884;	2562
9;	1214;	1031264;	0.496912;	0.496468;	0;	3716;	3716;	2334
10;	1213;	1031501;	0.496878;	0.497292;	0;	2910;	2910;	2554
7;	1216;	1031191;	0.496980;	0.496944;	0;	3132;	3132;	2590
11;	1212;	1031232;	0.496843;	0.496662;	0;	3439;	3439;	2547
5;	1218;	1031390;	0.497047;	0.498264;	250;	1796;	2448;	2338
6;	1217;	1031302;	0.497014;	0.497288;	0;	2832;	2832;	2388
7;	1216;	1031186;	0.496980;	0.496778;	0;	3211;	3211;	2611
12;	1211;	1031213;	0.496808;	0.497045;	0;	2978;	2978;	2484
8;	1215;	1031314;	0.496946;	0.497179;	0;	2852;	2852;	2844
10;	1213;	1031338;	0.496878;	0.497280;	0;	2809;	2809;	2465
6;	1217;	1031478;	0.497014;	0.496927;	0;	3090;	3090;	2512
9;	1214;	1031321;	0.496912;	0.496736;	0;	3384;	3384;	2508
9;	1214;	1031433;	0.496912;	0.498158;	119;	1894;	2798;	2406
8;	1215;	1031488;	0.496946;	0.496373;	0;	3653;	3653;	2423
8;	1215;	1031322;	0.496946;	0.497455;	0;	2590;	2590;	2422
8;	1215;	1031379;	0.496946;	0.496217;	0;	3932;	3932;	2506
8;	1215;	1031325;	0.496946;	0.497199;	0;	2839;	2839;	2405
9;	1214;	1031057;	0.496912;	0.496925;	0;	3097;	3097;	2429
9;	1214;	1031231;	0.496912;	0.496727;	0;	3315;	3315;	2437
6;	1217;	1031308;	0.497014;	0.497545;	0;	2602;	2602;	2478
4;	1219;	1031505;	0.497080;	0.497483;	0;	2715;	2715;	2529
8;	1215;	1031460;	0.496946;	0.497045;	0;	3166;	3166;	2380
11;	1212;	1031195;	0.496843;	0.496996;	0;	3086;	3086;	2482
7;	1216;	1031304;	0.496980;	0.496415;	0;	3705;	3705;	2503
12;	1211;	1031283;	0.496808;	0.497107;	0;	2970;	2970;	2482
8;	1215;	1031226;	0.496946;	0.496301;	0;	3648;	3648;	2422
9;	1214;	1031369;	0.496912;	0.497055;	0;	2910;	2910;	2326
8;	1215;	1031282;	0.496946;	0.496997;	0;	3043;	3043;	2445
4;	1219;	1031320;	0.497080;	0.497557;	2;	2504;	2552;	2544
6;	1217;	1031252;	0.497014;	0.497227;	0;	2766;	2766;	2506
7;	1216;	1031406;	0.496980;	0.496791;	0;	3301;	3301;	2683
13;	1210;	1031266;	0.496773;	0.497677;	1;	2421;	2501;	2421
12;	1211;	1031514;	0.496808;	0.497115;	0;	2956;	2956;	2466
4;	1219;	1031170;	0.497080;	0.495802;	0;	4437;	4437;	2559
8;	1215;	1031147;	0.496946;	0.497128;	0;	2997;	2997;	2399
6;	1217;	1031365;	0.497014;	0.497414;	0;	2692;	2692;	2406
9;	1214;	1031113;	0.496912;	0.497248;	0;	2842;	2842;	2436
9;	1214;	1031321;	0.496912;	0.497449;	0;	2673;	2673;	2355
8;	1215;	1031302;	0.496946;	0.496495;	0;	3667;	3667;	2401
10;	1213;	1031467;	0.496878;	0.498276;	344;	1746;	2394;	2316
8;	1215;	1031231;	0.496946;	0.496154;	0;	4084;	4084;	2606
7;	1216;	1031492;	0.496980;	0.496092;	0;	4174;	4174;	2648
10;	1213;	1031297;	0.496878;	0.495955;	0;	4214;	4214;	2274
7;	1216;	1031380;	0.496980;	0.496820;	0;	3295;	3295;	2829
4;	1219;	1031342;	0.497080;	0.497185;	0;	2805;	2805;	2327
11;	1212;	1031446;	0.496843;	0.496594;	0;	3437;	3437;	2579
10;	1213;	1031444;	0.496878;	0.496997;	0;	3024;	3024;	2398
8;	1215;	1031167;	0.496946;	0.496926;	0;	3266;	3266;	2430
6;	1217;	1031242;	0.497014;	0.497959;	32;	2088;	2774;	2568
10;	1213;	1031168;	0.496878;	0.497264;	0;	2881;	2881;	2389
9;	1214;	1031230;	0.496912;	0.496756;	0;	3412;	3412;	2404
8;	1215;	1031233;	0.496946;	0.496607;	0;	3387;	3387;	2491
6;	1217;	1031382;	0.497014;	0.496930;	0;	3161;	3161;	2485
6;	1217;	1031278;	0.497014;	0.496429;	0;	3787;	3787;	2303
7;	1216;	1031477;	0.496980;	0.496908;	0;	3173;	3173;	2563
11;	1212;	1031193;	0.496843;	0.497535;	0;	2588;	2588;	2572
10;	1213;	1031544;	0.496878;	0.496614;	0;	3435;	3435;	2601
9;	1214;	1031195;	0.496912;	0.496362;	0;	3672;	3672;	2516
3;	1220;	1031230;	0.497113;	0.497174;	0;	2948;	2948;	2470
9;	1214;	1031307;	0.496912;	0.496620;	0;	3539;	3539;	2605
6;	1217;	1031255;	0.497014;	0.496938;	0;	3176;	3176;	2508
7;	1216;	1031232;	0.496980;	0.496568;	0;	3499;	3499;	2575
6;	1217;	1031229;	0.497014;	0.497491;	0;	2598;	2598;	2440
3;	1220;	1031462;	0.497113;	0.497142;	0;	2998;	2998;	2450
8;	1215;	1031210;	0.496946;	0.497497;	1;	2551;	2627;	2551
3;	1220;	1031237;	0.497113;	0.497633;	2;	2452;	2516;	2468
10;	1213;	1031249;	0.496878;	0.496578;	0;	3536;	3536;	2550
8;	1215;	1031361;	0.496946;	0.496293;	0;	3857;	3857;	2383
8;	1215;	1031123;	0.496946;	0.497040;	0;	2998;	2998;	2566
9;	1214;	1031311;	0.496912;	0.497628;	0;	2398;	2398;	2330
8;	1215;	1031323;	0.496946;	0.497446;	0;	2648;	2648;	2624
5;	1218;	1031249;	0.497047;	0.497516;	0;	2654;	2654;	2556
7;	1216;	1031110;	0.496980;	0.497872;	8;	2197;	2323;	2311
10;	1213;	1031249;	0.496878;	0.496424;	0;	3646;	3646;	2778
5;	1218;	1031222;	0.497047;	0.498000;	18;	2174;	2658;	2526
9;	1214;	1031104;	0.496912;	0.497160;	0;	2898;	2898;	2602
9;	1214;	1031205;	0.496912;	0.497015;	0;	3169;	3169;	2389
8;	1215;	1031161;	0.496946;	0.497429;	0;	2622;	2622;	2350
11;	1212;	1031175;	0.496843;	0.498180;	127;	1895;	2553;	2351
5;	1218;	1031376;	0.497047;	0.496015;	0;	4111;	4111;	2595
9;	1214;	1031320;	0.496912;	0.497093;	0;	2922;	2922;	2410
9;	1214;	1031208;	0.496912;	0.496287;	0;	3789;	3789;	2651
8;	1215;	1031166;	0.496946;	0.497256;	0;	2745;	2745;	2417
8;	1215;	1031416;	0.496946;	0.496755;	0;	3221;	3221;	2383
6;	1217;	1031204;	0.497014;	0.497290;	0;	2774;	2774;	2558
10;	1213;	1031253;	0.496878;	0.496849;	0;	3195;	3195;	2287
11;	1212;	1031215;	0.496843;	0.496987;	0;	3024;	3024;	2578
9;	1214;	1031231;	0.496912;	0.496975;	0;	3069;	3069;	2607
9;	1214;	1031331;	0.496912;	0.497124;	0;	2939;	2939;	2289
4;	1219;	1031449;	0.497080;	0.496596;	0;	3582;	3582;	2598
7;	1216;	1031474;	0.496980;	0.496699;	0;	3345;	3345;	2563
7;	1216;	1031296;	0.496980;	0.497336;	0;	2706;	2706;	2362
6;	1217;	1031159;	0.497014;	0.496210;	0;	3898;	3898;	2444
7;	1216;	1031479;	0.496980;	0.497720;	6;	2372;	2470;	2458
14;	1209;	1031167;	0.496738;	0.496721;	0;	3358;	3358;	2526
9;	1214;	1031307;	0.496912;	0.497145;	0;	2951;	2951;	2481
8;	1215;	1031113;	0.496946;	0.496481;	0;	3545;	3545;	2547
7;	1216;	1031297;	0.496980;	0.496931;	0;	3207;	3207;	2351
7;	1216;	1031250;	0.496980;	0.496994;	0;	2990;	2990;	2490
9;	1214;	1031421;	0.496912;	0.497208;	0;	2964;	2964;	2328
8;	1215;	1031342;	0.496946;	0.497334;	1;	2712;	2740;	2712
10;	1213;	1031316;	0.496878;	0.495859;	0;	4400;	4400;	2654
6;	1217;	1030967;	0.497014;	0.497639;	0;	2479;	2479;	2459
7;	1216;	1031257;	0.496980;	0.497293;	0;	2856;	2856;	2412
7;	1216;	1031310;	0.496980;	0.497295;	0;	2837;	2837;	2475
9;	1214;	1031296;	0.496912;	0.497610;	0;	2568;	2568;	2448
10;	1213;	1031357;	0.496878;	0.497087;	0;	3155;	3155;	2437
7;	1216;	1031225;	0.496980;	0.496652;	0;	3411;	3411;	2649
9;	1214;	1031229;	0.496912;	0.496787;	0;	3375;	3375;	2343
7;	1216;	1031234;	0.496980;	0.496583;	0;	3497;	3497;	2489
9;	1214;	1031115;	0.496912;	0.496708;	0;	3495;	3495;	2577
8;	1215;	1031415;	0.496946;	0.497015;	0;	3131;	3131;	2379
7;	1216;	1031324;	0.496980;	0.497835;	2;	2285;	2695;	2393
7;	1216;	1030897;	0.496980;	0.496659;	0;	3434;	3434;	2798
5;	1218;	1031257;	0.497047;	0.496562;	0;	3434;	3434;	2348
2;	1221;	1031289;	0.497146;	0.496964;	0;	3107;	3107;	2521
7;	1216;	1031198;	0.496980;	0.496622;	0;	3507;	3507;	2359
8;	1215;	1031217;	0.496946;	0.497204;	0;	2809;	2809;	2749
8;	1215;	1031375;	0.496946;	0.498162;	81;	1938;	2480;	2296
7;	1216;	1031464;	0.496980;	0.496287;	0;	3798;	3798;	2686
9;	1214;	1031125;	0.496912;	0.497187;	0;	2987;	2987;	2453
7;	1216;	1031206;	0.496980;	0.496170;	0;	3947;	3947;	2529
3;	1220;	1031260;	0.497113;	0.497815;	8;	2313;	2865;	2479
12;	1211;	1031404;	0.496808;	0.497122;	0;	2923;	2923;	2435
8;	1215;	1031431;	0.496946;	0.496812;	0;	3290;	3290;	2524
9;	1214;	1031210;	0.496912;	0.497200;	0;	2892;	2892;	2410
11;	1212;	1031189;	0.496843;	0.496296;	0;	3760;	3760;	2386
10;	1213;	1031505;	0.496878;	0.497050;	0;	3092;	3092;	2488
8;	1215;	1031416;	0.496946;	0.496928;	0;	3206;	3206;	2502
9;	1214;	1031266;	0.496912;	0.497259;	0;	2789;	2789;	2473
11;	1212;	1031024;	0.496843;	0.496656;	0;	3475;	3475;	2391
8;	1215;	1031318;	0.496946;	0.497799;	3;	2331;	2433;	2403
7;	1216;	1031294;	0.496980;	0.496225;	0;	3942;	3942;	2300
9;	1214;	1031403;	0.496912;	0.497048;	0;	2947;	2947;	2429
9;	1214;	1031359;	0.496912;	0.497351;	1;	2671;	2859;	2671
11;	1212;	1031218;	0.496843;	0.497630;	0;	2507;	2507;	2465
8;	1215;	1031393;	0.496946;	0.496874;	0;	3267;	3267;	2339
11;	1212;	1031386;	0.496843;	0.497348;	0;	2777;	2777;	2453
5;	1218;	1031228;	0.497047;	0.496509;	0;	3523;	3523;	2423
9;	1214;	1031318;	0.496912;	0.497457;	1;	2614;	2644;	2614
7;	1216;	1030966;	0.496980;	0.497356;	1;	2715;	2913;	2715
9;	1214;	1031181;	0.496912;	0.496748;	0;	3258;	3258;	2454
7;	1216;	1031385;	0.496980;	0.496145;	0;	3946;	3946;	2446
10;	1213;	1031418;	0.496878;	0.496408;	0;	3744;	3744;	2446
9;	1214;	1031060;	0.496912;	0.496161;	0;	3949;	3949;	2443
7;	1216;	1031339;	0.496980;	0.497291;	0;	2793;	2793;	2483
9;	1214;	1031338;	0.496912;	0.496886;	0;	3161;	3161;	2393
8;	1215;	1031406;	0.496946;	0.497182;	0;	2897;	2897;	2503
12;	1211;	1031329;	0.496808;	0.496726;	0;	3305;	3305;	2329
9;	1214;	1031423;	0.496912;	0.498271;	228;	1807;	2441;	2437
10;	1213;	1031559;	0.496878;	0.497365;	0;	2696;	2696;	2518
8;	1215;	1031075;	0.496946;	0.497329;	0;	2810;	2810;	2424
8;	1215;	1031351;	0.496946;	0.497004;	0;	3151;	3151;	2477
9;	1214;	1031376;	0.496912;	0.496650;	0;	3524;	3524;	2540
9;	1214;	1031212;	0.496912;	0.497022;	0;	2950;	2950;	2404
6;	1217;	1031231;	0.497014;	0.496944;	0;	3123;	3123;	2775
5;	1218;	1031292;	0.497047;	0.497478;	0;	2594;	2594;	2306
6;	1217;	1031403;	0.497014;	0.496921;	0;	3141;	3141;	2555
10;	1213;	1031295;	0.496878;	0.497593;	0;	2427;	2427;	2425
6;	1217;	1031362;	0.497014;	0.496314;	0;	3707;	3707;	2669
5;	1218;	1031267;	0.497047;	0.497093;	0;	2951;	2951;	2595
8;	1215;	1031334;	0.496946;	0.497767;	4;	2298;	2530;	2472
6;	1217;	1031400;	0.497014;	0.497062;	0;	2961;	2961;	2813
8;	1215;	1031435;	0.496946;	0.497350;	0;	2781;	2781;	2513
8;	1215;	1031490;	0.496946;	0.496422;	0;	3638;	3638;	2482
10;	1213;	1031101;	0.496878;	0.496981;	0;	3113;	3113;	2575
10;	1213;	1031256;	0.496878;	0.497281;	0;	2782;	2782;	2494
9;	1214;	1031074;	0.496912;	0.496765;	0;	3305;	3305;	2381
4;	1219;	1031528;	0.497080;	0.496661;	0;	3308;	3308;	2618
8;	1215;	1031130;	0.496946;	0.497265;	0;	2909;	2909;	2401
7;	1216;	1030945;	0.496980;	0.497421;	0;	2609;	2609;	2411
9;	1214;	1031177;	0.496912;	0.496637;	0;	3607;	3607;	2355
11;	1212;	1031353;	0.496843;	0.497687;	0;	2403;	2403;	2297
7;	1216;	1031301;	0.496980;	0.497638;	2;	2374;	2452;	2426
6;	1217;	1031116;	0.497014;	0.496480;	0;	3707;	3707;	2507
11;	1212;	1031130;	0.496843;	0.497213;	0;	2948;	2948;	2560
7;	1216;	1031274;	0.496980;	0.497212;	0;	2909;	2909;	2585
6;	1217;	1031050;	0.497014;	0.496693;	0;	3298;	3298;	2616
9;	1214;	1031285;	0.496912;	0.497534;	2;	2493;	2557;	2539
5;	1218;	1031170;	0.497047;	0.496635;	0;	3546;	3546;	2346
7;	1216;	1031288;	0.496980;	0.497472;	0;	2649;	2649;	2647
9;	1214;	1031371;	0.496912;	0.496748;	0;	3465;	3465;	2387
11;	1212;	1031338;	0.496843;	0.497147;	0;	2960;	2960;	2384
8;	1215;	1031231;	0.496946;	0.496914;	0;	3108;	3108;	2378
8;	1215;	1031366;	0.496946;	0.496565;	0;	3636;	3636;	2604
7;	1216;	1031433;	0.496980;	0.497086;	0;	2892;	2892;	2366
6;	1217;	1031071;	0.497014;	0.496834;	0;	3270;	3270;	2816
5;	1218;	1031129;	0.497047;	0.496937;	0;	3159;	3159;	2389
7;	1216;	1031234;	0.496980;	0.497510;	0;	2506;	2506;	2452
6;	1217;	1031189;	0.497014;	0.497178;	0;	2922;	2922;	2654
6;	1217;	1031071;	0.497014;	0.496948;	0;	3050;	3050;	2566
10;	1213;	1031350;	0.496878;	0.496860;	0;	3245;	3245;	2467
6;	1217;	1031386;	0.497014;	0.496166;	0;	3973;	3973;	2391
11;	1212;	1031301;	0.496843;	0.496705;	0;	3344;	3344;	2308
6;	1217;	1031026;	0.497014;	0.497148;	0;	2915;	2915;	2407
8;	1215;	1031195;	0.496946;	0.495426;	0;	4738;	4738;	2404
10;	1213;	1031104;	0.496878;	0.497403;	0;	2564;	2564;	2470
6;	1217;	1031297;	0.497014;	0.497000;	0;	3020;	3020;	2692
8;	1215;	1031026;	0.496946;	0.496376;	0;	3713;	3713;	2709
9;	1214;	1031066;	0.496912;	0.496426;	0;	3747;	3747;	2435
5;	1218;	1031441;	0.497047;	0.496758;	0;	3404;	3404;	2578
8;	1215;	1031026;	0.496946;	0.496453;	0;	3696;	3696;	2484
8;	1215;	1031314;	0.496946;	0.496879;	0;	3191;	3191;	2851
7;	1216;	1031262;	0.496980;	0.497039;	0;	2997;	2997;	2267
14;	1209;	1031247;	0.496738;	0.497631;	5;	2360;	2654;	2626
8;	1215;	1031304;	0.496946;	0.497137;	0;	2913;	2913;	2561
9;	1214;	1031318;	0.496912;	0.496135;	0;	4013;	4013;	2553
9;	1214;	1031262;	0.496912;	0.497576;	1;	2505;	2511;	2505
6;	1217;	1031061;	0.497014;	0.496295;	0;	3695;	3695;	2591
9;	1214;	1031258;	0.496912;	0.497169;	0;	3049;	3049;	2521
5;	1218;	1031514;	0.497047;	0.497174;	0;	2926;	2926;	2436
7;	1216;	1031366;	0.496980;	0.497246;	0;	2949;	2949;	2673
9;	1214;	1031103;	0.496912;	0.496751;	0;	3336;	3336;	2616
6;	1217;	1031113;	0.497014;	0.497075;	0;	3058;	3058;	2432
10;	1213;	1031192;	0.496878;	0.497471;	1;	2602;	2662;	2602
6;	1217;	1031573;	0.497014;	0.496812;	0;	3255;	3255;	2589
6;	1217;	1031386;	0.497014;	0.497244;	0;	2811;	2811;	2569
13;	1210;	1031289;	0.496773;	0.496132;	0;	4006;	4006;	2396
4;	1219;	1031152;	0.497080;	0.496660;	0;	3423;	3423;	2449
3;	1220;	1031466;	0.497113;	0.497408;	0;	2615;	2615;	2383
10;	1213;	1030973;	0.496878;	0.497154;	0;	2891;	2891;	2405
5;	1218;	1031021;	0.497047;	0.496831;	0;	3119;	3119;	2717
9;	1214;	1031327;	0.496912;	0.497795;	4;	2325;	2475;	2393
9;	1214;	1031457;	0.496912;	0.497884;	11;	2220;	2968;	2524
9;	1214;	1031312;	0.496912;	0.496960;	0;	3044;	3044;	2412
10;	1213;	1031272;	0.496878;	0.496851;	0;	3308;	3308;	2806
8;	1215;	1031361;	0.496946;	0.496923;	0;	3189;	3189;	2479
7;	1216;	1031320;	0.496980;	0.496982;	0;	3081;	3081;	2439
8;	1215;	1031276;	0.496946;	0.497322;	0;	2663;	2663;	2403
8;	1215;	1031295;	0.496946;	0.497515;	1;	2517;	2517;	2517
9;	1214;	1031167;	0.496912;	0.495957;	0;	4199;	4199;	2509
8;	1215;	1031007;	0.496946;	0.496172;	0;	3921;	3921;	2517
6;	1217;	1031437;	0.497014;	0.497553;	0;	2507;	2507;	2331
1;	1222;	1031410;	0.497178;	0.498034;	50;	2004;	2552;	2530
6;	1217;	1031330;	0.497014;	0.496707;	0;	3480;	3480;	2432
8;	1215;	1031165;	0.496946;	0.497232;	0;	2802;	2802;	2508
8;	1215;	1031260;	0.496946;	0.496694;	0;	3431;	3431;	3049
7;	1216;	1031137;	0.496980;	0.496963;	0;	3083;	3083;	2647
14;	1209;	1031217;	0.496738;	0.497059;	0;	3039;	3039;	2497
8;	1215;	1031158;	0.496946;	0.497417;	0;	2678;	2678;	2420
11;	1212;	1031531;	0.496843;	0.495980;	0;	4168;	4168;	2392
7;	1216;	1031180;	0.496980;	0.496517;	0;	3599;	3599;	2379
4;	1219;	1031461;	0.497080;	0.496489;	0;	3559;	3559;	2357
11;	1212;	1031230;	0.496843;	0.496896;	0;	3235;	3235;	2559
9;	1214;	1031023;	0.496912;	0.496788;	0;	3298;	3298;	2600
11;	1212;	1031399;	0.496843;	0.496745;	0;	3348;	3348;	2822
7;	1216;	1031140;	0.496980;	0.496360;	0;	3658;	3658;	2508
7;	1216;	1031215;	0.496980;	0.495516;	0;	4494;	4494;	2704
10;	1213;	1031252;	0.496878;	0.496998;	0;	2984;	2984;	2432
6;	1217;	1031244;	0.497014;	0.496938;	0;	3138;	3138;	2690
7;	1216;	1031411;	0.496980;	0.497313;	0;	2883;	2883;	2529
7;	1216;	1031064;	0.496980;	0.496891;	0;	3235;	3235;	2507
11;	1212;	1031133;	0.496843;	0.496820;	0;	3263;	3263;	2611
11;	1212;	1031287;	0.496843;	0.496452;	0;	3655;	3655;	2433
3;	1220;	1031328;	0.497113;	0.497523;	0;	2663;	2663;	2431
10;	1213;	1031368;	0.496878;	0.496500;	0;	3523;	3523;	2465
8;	1215;	1031176;	0.496946;	0.496858;	0;	3271;	3271;	2415
7;	1216;	1031214;	0.496980;	0.496537;	0;	3624;	3624;	2468
8;	1215;	1031194;	0.496946;	0.497987;	60;	1963;	2397;	2345
7;	1216;	1031398;	0.496980;	0.496745;	0;	3295;	3295;	2399
9;	1214;	1031264;	0.496912;	0.496523;	0;	3581;	3581;	2381
8;	1215;	1031470;	0.496946;	0.497314;	0;	2774;	2774;	2484
11;	1212;	1031125;	0.496843;	0.496679;	0;	3448;	3448;	2850
8;	1215;	1031230;	0.496946;	0.496997;	0;	3090;	3090;	2566
10;	1213;	1031291;	0.496878;	0.497929;	19;	2096;	2520;	2468
11;	1212;	1031466;	0.496843;	0.496573;	0;	3511;	3511;	2365
8;	1215;	1031207;	0.496946;	0.497109;	0;	2926;	2926;	2570
8;	1215;	1031529;	0.496946;	0.496612;	0;	3484;	3484;	2446
8;	1215;	1031389;	0.496946;	0.496612;	0;	3415;	3415;	2569
10;	1213;	1030992;	0.496878;	0.497151;	0;	3001;	3001;	2289
7;	1216;	1031395;	0.496980;	0.496814;	0;	3251;	3251;	2317
7;	1216;	1031217;	0.496980;	0.496438;	0;	3692;	3692;	2478
9;	1214;	1031199;	0.496912;	0.497635;	0;	2414;	2414;	2356
3;	1220;	1031189;	0.497113;	0.496841;	0;	3295;	3295;	2375
10;	1213;	1031417;	0.496878;	0.496500;	0;	3617;	3617;	2411
11;	1212;	1031372;	0.496843;	0.496266;	0;	3754;	3754;	2504
7;	1216;	1031224;	0.496980;	0.497858;	34;	2083;	2559;	2435
5;	1218;	1031174;	0.497047;	0.497435;	1;	2630;	2838;	2630
12;	1211;	1031284;	0.496808;	0.496959;	0;	3141;	3141;	2487
7;	1216;	1031301;	0.496980;	0.496377;	0;	3772;	3772;	2580
7;	1216;	1031248;	0.496980;	0.497514;	0;	2533;	2533;	2437
7;	1216;	1031101;	0.496980;	0.496765;	0;	3310;	3310;	2386
6;	1217;	1031281;	0.497014;	0.496318;	0;	3923;	3923;	2493
8;	1215;	1031303;	0.496946;	0.497223;	0;	2908;	2908;	2718
9;	1214;	1031270;	0.496912;	0.496290;	0;	3821;	3821;	2471
11;	1212;	1031146;	0.496843;	0.496570;	0;	3499;	3499;	2479
7;	1216;	1031194;	0.496980;	0.496405;	0;	3691;	3691;	2359
13;	1210;	1031370;	0.496773;	0.496647;	0;	3473;	3473;	2421
9;	1214;	1031317;	0.496912;	0.497134;	0;	2964;	2964;	2404
8;	1215;	1031440;	0.496946;	0.496617;	0;	3426;	3426;	2736
6;	1217;	1031232;	0.497014;	0.496836;	0;	3277;	3277;	2501
10;	1213;	1031268;	0.496878;	0.496347;	0;	3733;	3733;	2399
3;	1220;	1031177;	0.497113;	0.496728;	0;	3283;	3283;	2721
