|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
7;	35;	21874;	0.476545;	0.480022;	0;	575;	575;	489
2;	40;	21448;	0.487291;	0.487365;	27827;	165;	483;	463
4;	38;	21592;	0.483625;	0.488005;	3443;	257;	497;	475
6;	36;	21689;	0.479139;	0.481765;	21;	413;	497;	455
2;	40;	21722;	0.487291;	0.482644;	9;	425;	465;	459
5;	37;	21564;	0.481493;	0.477648;	0;	561;	561;	471
5;	37;	21642;	0.481493;	0.482303;	108;	365;	457;	443
5;	37;	21763;	0.481493;	0.486284;	1251;	292;	478;	462
3;	39;	21481;	0.485553;	0.480518;	82;	371;	481;	479
0;	42;	21474;	0.490257;	0.490547;	524287;	-10534;	454;	446
5;	37;	21828;	0.481493;	0.479705;	1;	449;	475;	449
5;	37;	21613;	0.481493;	0.477352;	0;	550;	550;	486
5;	37;	21566;	0.481493;	0.478948;	15;	427;	493;	481
6;	36;	21305;	0.479139;	0.474161;	0;	526;	526;	456
6;	36;	21627;	0.479139;	0.483608;	4125;	248;	476;	466
1;	41;	21480;	0.488854;	0.491294;	143975;	61;	467;	447
5;	37;	21727;	0.481493;	0.483730;	271;	335;	465;	443
7;	35;	21583;	0.476545;	0.478386;	3;	467;	495;	481
4;	38;	21311;	0.483625;	0.483178;	62;	373;	471;	453
3;	39;	22046;	0.485553;	0.481221;	4;	473;	495;	493
4;	38;	21828;	0.483625;	0.476910;	2;	432;	470;	450
2;	40;	21660;	0.487291;	0.490166;	19427;	184;	454;	444
1;	41;	21609;	0.488854;	0.481327;	2267;	271;	553;	479
3;	39;	21535;	0.485553;	0.487439;	129;	365;	505;	481
0;	42;	21360;	0.490257;	0.489373;	524287;	-10453;	481;	453
3;	39;	21695;	0.485553;	0.487347;	5286;	240;	470;	468
2;	40;	21461;	0.487291;	0.489027;	29275;	165;	499;	487
1;	41;	21652;	0.488854;	0.492518;	52133;	133;	515;	471
4;	38;	21926;	0.483625;	0.489693;	4034;	252;	490;	472
3;	39;	21456;	0.485553;	0.487975;	2882;	260;	480;	480
5;	37;	21567;	0.481493;	0.488710;	5068;	241;	523;	477
5;	37;	21755;	0.481493;	0.485590;	40;	395;	477;	475
6;	36;	21550;	0.479139;	0.476334;	1;	513;	547;	513
2;	40;	21671;	0.487291;	0.494163;	56286;	128;	484;	482
2;	40;	21633;	0.487291;	0.489807;	7535;	226;	498;	480
3;	39;	21531;	0.485553;	0.481863;	11;	423;	555;	499
5;	37;	21687;	0.481493;	0.486098;	478;	320;	452;	450
2;	40;	21785;	0.487291;	0.486114;	878;	305;	489;	483
4;	38;	21871;	0.483625;	0.480728;	454;	323;	467;	455
4;	38;	22074;	0.483625;	0.485685;	4958;	245;	473;	459
5;	37;	21764;	0.481493;	0.482862;	9;	425;	477;	461
5;	37;	21663;	0.481493;	0.477958;	13;	413;	481;	453
3;	39;	21654;	0.485553;	0.485961;	39;	391;	501;	459
5;	37;	21590;	0.481493;	0.485503;	5334;	240;	534;	478
4;	38;	21978;	0.483625;	0.485622;	295;	335;	531;	471
4;	38;	21731;	0.483625;	0.489991;	20;	409;	465;	459
3;	39;	21528;	0.485553;	0.485832;	7;	423;	463;	449
5;	37;	21601;	0.481493;	0.480718;	65;	375;	483;	479
2;	40;	21432;	0.487291;	0.482689;	22;	411;	511;	493
5;	37;	21918;	0.481493;	0.481796;	0;	559;	559;	497
5;	37;	21442;	0.481493;	0.479246;	2;	475;	519;	475
4;	38;	21462;	0.483625;	0.485835;	2328;	269;	501;	499
4;	38;	21676;	0.483625;	0.486575;	6088;	236;	488;	472
3;	39;	21650;	0.485553;	0.485681;	14058;	199;	517;	489
4;	38;	21575;	0.483625;	0.482966;	67;	372;	450;	448
2;	40;	21766;	0.487291;	0.487641;	1299;	289;	465;	439
6;	36;	21471;	0.479139;	0.478040;	28;	397;	467;	447
3;	39;	21581;	0.485553;	0.485751;	1079;	295;	469;	465
2;	40;	21671;	0.487291;	0.489779;	6642;	232;	504;	484
3;	39;	21578;	0.485553;	0.485819;	24;	400;	486;	484
4;	38;	21844;	0.483625;	0.480727;	0;	533;	533;	477
2;	40;	21732;	0.487291;	0.491165;	25389;	171;	485;	473
5;	37;	21679;	0.481493;	0.479035;	0;	489;	489;	485
4;	38;	21542;	0.483625;	0.481989;	1072;	294;	482;	450
8;	34;	21738;	0.473693;	0.476263;	0;	583;	583;	461
5;	37;	21703;	0.481493;	0.480579;	2;	503;	515;	505
2;	40;	21407;	0.487291;	0.490213;	6267;	232;	500;	460
3;	39;	21561;	0.485553;	0.484115;	186;	349;	455;	453
2;	40;	21930;	0.487291;	0.485910;	1032;	299;	483;	469
3;	39;	21654;	0.485553;	0.483005;	52;	375;	547;	465
2;	40;	21549;	0.487291;	0.488515;	7376;	227;	485;	475
4;	38;	21611;	0.483625;	0.476702;	0;	498;	498;	474
5;	37;	21501;	0.481493;	0.483559;	1375;	288;	512;	486
3;	39;	21872;	0.485553;	0.482078;	3;	453;	469;	467
5;	37;	21685;	0.481493;	0.481808;	255;	341;	501;	469
8;	34;	21611;	0.473693;	0.474481;	0;	513;	513;	451
5;	37;	21842;	0.481493;	0.481458;	254;	344;	494;	462
4;	38;	21713;	0.483625;	0.480081;	0;	517;	517;	499
3;	39;	21872;	0.485553;	0.489256;	3755;	253;	473;	463
4;	38;	21639;	0.483625;	0.482971;	22;	407;	471;	459
3;	39;	21960;	0.485553;	0.488661;	66;	380;	478;	458
3;	39;	21705;	0.485553;	0.486201;	34010;	156;	486;	466
5;	37;	21901;	0.481493;	0.476873;	3;	459;	491;	481
3;	39;	21581;	0.485553;	0.485520;	186;	352;	476;	474
3;	39;	21455;	0.485553;	0.485155;	1455;	286;	458;	458
2;	40;	21527;	0.487291;	0.490268;	17379;	189;	507;	501
4;	38;	21606;	0.483625;	0.481440;	144;	354;	478;	452
5;	37;	21575;	0.481493;	0.477451;	4;	451;	481;	469
3;	39;	21696;	0.485553;	0.489676;	18127;	186;	478;	464
5;	37;	21501;	0.481493;	0.483187;	35;	397;	463;	461
5;	37;	21627;	0.481493;	0.480372;	248;	339;	475;	473
4;	38;	21572;	0.483625;	0.483358;	0;	483;	483;	479
5;	37;	21461;	0.481493;	0.483901;	208;	340;	490;	470
4;	38;	21580;	0.483625;	0.489620;	16752;	190;	506;	440
2;	40;	21567;	0.487291;	0.487319;	2863;	263;	455;	449
2;	40;	21681;	0.487291;	0.492413;	56951;	127;	513;	503
4;	38;	21653;	0.483625;	0.483351;	923;	299;	497;	467
4;	38;	21547;	0.483625;	0.485915;	43;	389;	473;	457
4;	38;	21706;	0.483625;	0.485211;	27;	393;	489;	461
4;	38;	21615;	0.483625;	0.482813;	3427;	255;	457;	457
1;	41;	21814;	0.488854;	0.488723;	77;	378;	450;	446
1;	41;	21779;	0.488854;	0.488039;	27653;	167;	533;	459
5;	37;	21702;	0.481493;	0.486637;	4066;	252;	480;	480
2;	40;	21635;	0.487291;	0.490640;	102264;	88;	452;	444
6;	36;	21665;	0.479139;	0.479991;	70;	388;	512;	508
2;	40;	21738;	0.487291;	0.490201;	11417;	209;	473;	469
3;	39;	21621;	0.485553;	0.485084;	1225;	291;	487;	473
3;	39;	21879;	0.485553;	0.483523;	1546;	286;	518;	488
3;	39;	21426;	0.485553;	0.487912;	39369;	149;	493;	481
3;	39;	21635;	0.485553;	0.483707;	435;	323;	485;	479
6;	36;	22156;	0.479139;	0.476981;	3;	461;	481;	473
2;	40;	21391;	0.487291;	0.486513;	702;	310;	546;	502
4;	38;	21722;	0.483625;	0.488261;	404;	328;	566;	488
3;	39;	21460;	0.485553;	0.487325;	4040;	248;	468;	460
4;	38;	21620;	0.483625;	0.484921;	164;	354;	516;	506
2;	40;	21731;	0.487291;	0.483181;	40;	383;	495;	475
6;	36;	21782;	0.479139;	0.476770;	0;	552;	552;	510
4;	38;	21772;	0.483625;	0.488747;	1872;	279;	471;	463
5;	37;	21430;	0.481493;	0.479608;	38;	393;	449;	445
4;	38;	21682;	0.483625;	0.484088;	580;	319;	489;	471
4;	38;	21466;	0.483625;	0.482158;	39;	392;	488;	482
5;	37;	21567;	0.481493;	0.482867;	3;	447;	465;	465
2;	40;	21870;	0.487291;	0.482030;	594;	318;	478;	476
6;	36;	21747;	0.479139;	0.479284;	0;	489;	489;	465
1;	41;	21597;	0.488854;	0.485623;	3630;	253;	465;	451
1;	41;	21759;	0.488854;	0.490831;	3250;	260;	466;	452
6;	36;	21525;	0.479139;	0.478746;	7;	423;	449;	447
1;	41;	21201;	0.488854;	0.484977;	13;	415;	455;	455
3;	39;	21655;	0.485553;	0.486862;	428;	325;	465;	457
6;	36;	21668;	0.479139;	0.484124;	433;	324;	458;	454
3;	39;	21548;	0.485553;	0.478374;	1;	478;	480;	478
5;	37;	21977;	0.481493;	0.483460;	1;	537;	553;	537
6;	36;	21606;	0.479139;	0.481255;	36;	393;	511;	491
5;	37;	21800;	0.481493;	0.484128;	976;	301;	491;	479
3;	39;	21693;	0.485553;	0.485410;	109;	361;	475;	473
2;	40;	21644;	0.487291;	0.486047;	16;	416;	544;	498
5;	37;	21515;	0.481493;	0.489101;	3401;	255;	453;	445
3;	39;	21910;	0.485553;	0.490644;	11981;	207;	503;	477
4;	38;	21570;	0.483625;	0.484423;	3;	435;	475;	467
7;	35;	21798;	0.476545;	0.477337;	0;	488;	488;	450
5;	37;	21806;	0.481493;	0.477667;	0;	584;	584;	474
1;	41;	21795;	0.488854;	0.490525;	7511;	226;	526;	490
1;	41;	21555;	0.488854;	0.488657;	29455;	163;	499;	465
1;	41;	21538;	0.488854;	0.491643;	11807;	207;	485;	471
5;	37;	21594;	0.481493;	0.479022;	0;	505;	505;	471
3;	39;	21747;	0.485553;	0.484343;	0;	484;	484;	458
3;	39;	21753;	0.485553;	0.483795;	163;	353;	483;	465
3;	39;	21561;	0.485553;	0.482631;	5204;	240;	462;	460
5;	37;	21777;	0.481493;	0.485880;	45;	391;	471;	465
5;	37;	21571;	0.481493;	0.474294;	0;	577;	577;	469
3;	39;	21685;	0.485553;	0.480378;	824;	304;	472;	438
6;	36;	21861;	0.479139;	0.473034;	0;	544;	544;	468
4;	38;	21680;	0.483625;	0.484917;	5;	456;	512;	510
3;	39;	21804;	0.485553;	0.487204;	156;	361;	497;	487
3;	39;	21682;	0.485553;	0.488562;	4673;	243;	483;	473
7;	35;	21901;	0.476545;	0.475549;	15;	427;	505;	481
4;	38;	21675;	0.483625;	0.487659;	9461;	216;	468;	462
3;	39;	21595;	0.485553;	0.481408;	32;	398;	512;	470
4;	38;	21637;	0.483625;	0.482091;	433;	323;	491;	439
9;	33;	21612;	0.470562;	0.470109;	0;	612;	612;	470
8;	34;	21548;	0.473693;	0.474986;	25;	403;	497;	481
6;	36;	21788;	0.479139;	0.476042;	0;	557;	557;	523
6;	36;	21750;	0.479139;	0.481241;	5;	436;	464;	462
3;	39;	21805;	0.485553;	0.485302;	1;	467;	473;	467
5;	37;	21631;	0.481493;	0.489252;	3186;	256;	506;	448
2;	40;	21853;	0.487291;	0.487622;	6;	448;	482;	482
6;	36;	21607;	0.479139;	0.479752;	10;	417;	475;	459
6;	36;	21675;	0.479139;	0.480554;	1;	471;	475;	471
4;	38;	21684;	0.483625;	0.488010;	13743;	201;	497;	461
5;	37;	21892;	0.481493;	0.481683;	186;	348;	500;	486
5;	37;	21641;	0.481493;	0.483665;	189;	347;	455;	455
5;	37;	21614;	0.481493;	0.477376;	0;	575;	575;	455
3;	39;	21615;	0.485553;	0.486236;	1948;	276;	532;	480
4;	38;	21687;	0.483625;	0.481763;	42;	391;	507;	487
6;	36;	21843;	0.479139;	0.477819;	9;	433;	491;	471
3;	39;	21821;	0.485553;	0.487375;	238;	341;	435;	433
4;	38;	21840;	0.483625;	0.485943;	9282;	219;	483;	475
4;	38;	21829;	0.483625;	0.478354;	2;	483;	531;	515
6;	36;	21777;	0.479139;	0.477109;	0;	542;	542;	468
3;	39;	21612;	0.485553;	0.483898;	622;	312;	526;	462
0;	42;	21783;	0.490257;	0.493412;	524287;	-10748;	482;	462
1;	41;	21718;	0.488854;	0.486647;	1067;	297;	509;	465
0;	42;	21752;	0.490257;	0.490024;	524287;	-10659;	507;	487
2;	40;	21604;	0.487291;	0.479448;	0;	515;	515;	495
7;	35;	21768;	0.476545;	0.484978;	799;	306;	528;	520
3;	39;	21708;	0.485553;	0.483923;	19;	412;	472;	460
5;	37;	21661;	0.481493;	0.478325;	1;	449;	455;	449
2;	40;	21430;	0.487291;	0.489967;	18682;	184;	500;	462
2;	40;	21530;	0.487291;	0.489689;	682;	310;	464;	460
4;	38;	21794;	0.483625;	0.480912;	37;	388;	458;	450
3;	39;	21506;	0.485553;	0.480517;	0;	566;	566;	466
8;	34;	21678;	0.473693;	0.475136;	0;	635;	635;	469
4;	38;	21621;	0.483625;	0.482448;	1;	458;	462;	458
5;	37;	21479;	0.481493;	0.481261;	4;	426;	444;	436
4;	38;	21898;	0.483625;	0.481870;	0;	491;	491;	487
4;	38;	21740;	0.483625;	0.484499;	1264;	292;	504;	494
5;	37;	21744;	0.481493;	0.478431;	4;	439;	495;	471
6;	36;	21695;	0.479139;	0.476930;	0;	590;	590;	482
7;	35;	21731;	0.476545;	0.479269;	5;	488;	510;	508
3;	39;	21574;	0.485553;	0.490127;	4831;	242;	464;	464
4;	38;	21445;	0.483625;	0.476335;	1;	486;	492;	486
5;	37;	21719;	0.481493;	0.484092;	176;	353;	547;	473
5;	37;	21660;	0.481493;	0.488227;	895;	303;	507;	505
5;	37;	21948;	0.481493;	0.479132;	1;	508;	510;	508
3;	39;	21862;	0.485553;	0.481246;	61;	386;	492;	468
2;	40;	21806;	0.487291;	0.482344;	53;	385;	467;	457
1;	41;	21669;	0.488854;	0.488809;	56942;	126;	490;	472
3;	39;	21856;	0.485553;	0.489202;	2965;	261;	493;	481
3;	39;	21687;	0.485553;	0.484253;	2087;	274;	456;	450
2;	40;	21557;	0.487291;	0.489679;	5582;	236;	452;	448
6;	36;	21719;	0.479139;	0.480363;	0;	538;	538;	476
5;	37;	21679;	0.481493;	0.479911;	38;	391;	453;	451
8;	34;	21667;	0.473693;	0.470624;	0;	678;	678;	534
2;	40;	21689;	0.487291;	0.490756;	18190;	187;	483;	459
5;	37;	21670;	0.481493;	0.479834;	72;	383;	457;	457
2;	40;	21443;	0.487291;	0.496945;	8966;	217;	461;	451
3;	39;	21758;	0.485553;	0.481662;	14;	412;	500;	486
5;	37;	21724;	0.481493;	0.477536;	0;	531;	531;	449
6;	36;	21700;	0.479139;	0.480922;	468;	322;	492;	456
5;	37;	21537;	0.481493;	0.481915;	11;	422;	464;	464
4;	38;	21768;	0.483625;	0.487688;	9205;	219;	483;	473
4;	38;	21672;	0.483625;	0.484819;	31;	396;	522;	500
6;	36;	21659;	0.479139;	0.481047;	4;	448;	478;	464
8;	34;	21696;	0.473693;	0.477876;	17;	412;	510;	452
3;	39;	21829;	0.485553;	0.482019;	52;	393;	461;	449
4;	38;	21552;	0.483625;	0.482322;	13;	420;	478;	476
5;	37;	21444;	0.481493;	0.479015;	0;	569;	569;	465
5;	37;	21748;	0.481493;	0.479630;	413;	326;	468;	464
4;	38;	21689;	0.483625;	0.479506;	1;	480;	494;	480
5;	37;	21483;	0.481493;	0.479309;	3;	445;	469;	467
2;	40;	21839;	0.487291;	0.487339;	5037;	242;	468;	458
4;	38;	21736;	0.483625;	0.487762;	1002;	299;	479;	479
4;	38;	21520;	0.483625;	0.484665;	145;	356;	596;	492
4;	38;	21687;	0.483625;	0.480334;	183;	348;	472;	458
3;	39;	21717;	0.485553;	0.483907;	498;	320;	478;	464
4;	38;	21697;	0.483625;	0.485044;	11;	410;	464;	440
3;	39;	21792;	0.485553;	0.481278;	438;	327;	481;	479
2;	40;	21793;	0.487291;	0.481623;	11;	423;	511;	479
2;	40;	21598;	0.487291;	0.492360;	25748;	168;	486;	476
2;	40;	21733;	0.487291;	0.488750;	5440;	240;	518;	470
4;	38;	21714;	0.483625;	0.482730;	869;	303;	463;	461
4;	38;	21710;	0.483625;	0.484385;	5876;	234;	534;	486
1;	41;	21751;	0.488854;	0.492621;	5493;	238;	492;	464
4;	38;	21649;	0.483625;	0.485935;	2742;	264;	484;	464
5;	37;	21815;	0.481493;	0.483658;	188;	352;	504;	496
2;	40;	21614;	0.487291;	0.485426;	18;	413;	495;	485
6;	36;	21467;	0.479139;	0.480645;	501;	319;	477;	475
3;	39;	21773;	0.485553;	0.478850;	2;	477;	503;	495
2;	40;	21867;	0.487291;	0.492477;	65464;	120;	496;	472
4;	38;	21792;	0.483625;	0.489400;	2607;	266;	562;	474
3;	39;	21728;	0.485553;	0.490519;	3496;	256;	470;	446
10;	32;	21534;	0.467133;	0.465636;	0;	730;	730;	492
5;	37;	21482;	0.481493;	0.485616;	1004;	296;	496;	486
4;	38;	21746;	0.483625;	0.488412;	8640;	220;	486;	474
9;	33;	21566;	0.470562;	0.471529;	0;	546;	546;	498
2;	40;	21678;	0.487291;	0.477765;	0;	576;	576;	528
7;	35;	21462;	0.476545;	0.473348;	0;	631;	631;	497
4;	38;	21674;	0.483625;	0.485143;	7160;	227;	485;	473
2;	40;	21377;	0.487291;	0.487861;	14428;	196;	480;	466
4;	38;	21555;	0.483625;	0.488982;	1898;	274;	498;	478
5;	37;	21727;	0.481493;	0.481429;	52;	386;	480;	470
5;	37;	21737;	0.481493;	0.475227;	0;	649;	649;	447
4;	38;	21554;	0.483625;	0.482091;	2;	443;	453;	445
6;	36;	21596;	0.479139;	0.481247;	0;	525;	525;	495
2;	40;	21684;	0.487291;	0.489024;	9163;	218;	466;	466
3;	39;	21513;	0.485553;	0.486125;	738;	310;	456;	444
3;	39;	21882;	0.485553;	0.487752;	2739;	267;	537;	489
4;	38;	21662;	0.483625;	0.482966;	406;	327;	451;	449
2;	40;	21666;	0.487291;	0.485461;	262;	338;	504;	490
4;	38;	21716;	0.483625;	0.475640;	0;	487;	487;	457
5;	37;	21649;	0.481493;	0.482332;	88;	372;	484;	458
4;	38;	21768;	0.483625;	0.481027;	221;	343;	507;	491
5;	37;	21667;	0.481493;	0.486362;	238;	344;	554;	452
4;	38;	21632;	0.483625;	0.482110;	3;	452;	532;	462
1;	41;	21666;	0.488854;	0.488046;	785;	306;	486;	482
6;	36;	21762;	0.479139;	0.473164;	0;	695;	695;	523
5;	37;	21466;	0.481493;	0.486071;	9;	428;	480;	454
4;	38;	21678;	0.483625;	0.485469;	2180;	271;	501;	461
6;	36;	21505;	0.479139;	0.483376;	0;	471;	471;	455
6;	36;	21728;	0.479139;	0.476804;	22;	403;	521;	511
6;	36;	21569;	0.479139;	0.478511;	0;	484;	484;	468
5;	37;	21806;	0.481493;	0.480097;	13;	416;	478;	464
3;	39;	21704;	0.485553;	0.481109;	77;	373;	509;	483
3;	39;	21874;	0.485553;	0.486514;	1697;	282;	466;	438
2;	40;	21633;	0.487291;	0.487542;	933;	301;	501;	477
2;	40;	21710;	0.487291;	0.484661;	2612;	267;	501;	475
7;	35;	21698;	0.476545;	0.482072;	0;	480;	480;	460
5;	37;	21532;	0.481493;	0.483838;	65;	375;	535;	461
9;	33;	21731;	0.470562;	0.468317;	0;	828;	828;	498
1;	41;	21830;	0.488854;	0.485845;	321;	334;	472;	446
6;	36;	21482;	0.479139;	0.482590;	250;	340;	456;	450
3;	39;	21550;	0.485553;	0.485522;	611;	315;	491;	475
3;	39;	21642;	0.485553;	0.484428;	25;	395;	479;	449
5;	37;	21569;	0.481493;	0.481014;	101;	367;	517;	463
5;	37;	21437;	0.481493;	0.480664;	1;	473;	481;	473
3;	39;	21225;	0.485553;	0.478634;	6;	439;	529;	501
7;	35;	21664;	0.476545;	0.479736;	334;	331;	483;	449
3;	39;	21881;	0.485553;	0.485261;	2412;	270;	476;	460
3;	39;	21543;	0.485553;	0.483498;	4026;	248;	476;	472
8;	34;	21624;	0.473693;	0.476230;	0;	512;	512;	496
3;	39;	21735;	0.485553;	0.487877;	3137;	260;	458;	452
3;	39;	21834;	0.485553;	0.487634;	196;	351;	477;	475
2;	40;	21650;	0.487291;	0.489700;	12466;	204;	594;	462
6;	36;	21814;	0.479139;	0.475566;	1;	486;	498;	486
3;	39;	21847;	0.485553;	0.488122;	13;	423;	497;	469
3;	39;	21635;	0.485553;	0.486480;	0;	479;	479;	455
4;	38;	22065;	0.483625;	0.479492;	0;	525;	525;	483
5;	37;	21911;	0.481493;	0.483273;	326;	337;	503;	489
6;	36;	21555;	0.479139;	0.482069;	136;	358;	482;	452
3;	39;	21819;	0.485553;	0.487969;	16552;	192;	526;	466
4;	38;	21629;	0.483625;	0.480189;	0;	537;	537;	467
4;	38;	21858;	0.483625;	0.483073;	229;	348;	488;	466
5;	37;	21446;	0.481493;	0.482188;	1;	463;	477;	463
5;	37;	21589;	0.481493;	0.487980;	4343;	246;	438;	432
2;	40;	21709;	0.487291;	0.487402;	6023;	235;	493;	483
7;	35;	21538;	0.476545;	0.471121;	1;	490;	492;	490
3;	39;	21509;	0.485553;	0.491143;	33891;	156;	458;	452
5;	37;	21397;	0.481493;	0.481469;	0;	495;	495;	481
4;	38;	21446;	0.483625;	0.485918;	101;	362;	492;	480
4;	38;	21559;	0.483625;	0.488149;	55993;	129;	545;	513
3;	39;	21370;	0.485553;	0.485728;	379;	327;	561;	457
5;	37;	21371;	0.481493;	0.482055;	8;	443;	481;	463
4;	38;	21737;	0.483625;	0.485624;	1580;	283;	537;	475
4;	38;	21553;	0.483625;	0.478634;	708;	311;	511;	477
7;	35;	21729;	0.476545;	0.471444;	0;	689;	689;	519
2;	40;	21794;	0.487291;	0.482059;	46;	393;	481;	467
2;	40;	21758;	0.487291;	0.489751;	454;	325;	467;	455
3;	39;	21514;	0.485553;	0.482430;	76;	377;	491;	469
3;	39;	21543;	0.485553;	0.486887;	2362;	268;	528;	474
2;	40;	21872;	0.487291;	0.485278;	3113;	261;	505;	493
5;	37;	21723;	0.481493;	0.489803;	9871;	214;	504;	502
2;	40;	21803;	0.487291;	0.486309;	1716;	281;	465;	461
5;	37;	21878;	0.481493;	0.480437;	424;	327;	481;	473
1;	41;	21359;	0.488854;	0.493375;	10290;	212;	478;	476
6;	36;	21614;	0.479139;	0.482835;	90;	364;	530;	524
4;	38;	21540;	0.483625;	0.483890;	36;	384;	468;	462
1;	41;	21579;	0.488854;	0.487279;	146;	356;	486;	472
5;	37;	21740;	0.481493;	0.483441;	23;	402;	478;	460
5;	37;	21660;	0.481493;	0.476824;	0;	688;	688;	450
4;	38;	21865;	0.483625;	0.484610;	7;	440;	480;	452
3;	39;	21637;	0.485553;	0.484956;	3867;	251;	489;	471
1;	41;	21710;	0.488854;	0.480977;	946;	302;	510;	500
3;	39;	21841;	0.485553;	0.487066;	1152;	294;	470;	448
4;	38;	21708;	0.483625;	0.488161;	72;	387;	507;	477
2;	40;	21689;	0.487291;	0.482272;	413;	326;	456;	446
6;	36;	21900;	0.479139;	0.481963;	4;	458;	492;	480
2;	40;	21827;	0.487291;	0.486920;	6152;	234;	496;	486
4;	38;	21617;	0.483625;	0.488736;	9466;	216;	476;	462
3;	39;	21576;	0.485553;	0.477058;	0;	500;	500;	486
4;	38;	21691;	0.483625;	0.484210;	45;	391;	453;	451
2;	40;	21460;	0.487291;	0.488770;	5742;	236;	460;	460
3;	39;	21845;	0.485553;	0.490410;	19389;	185;	469;	457
2;	40;	21809;	0.487291;	0.488972;	14788;	197;	519;	449
8;	34;	21583;	0.473693;	0.474633;	0;	566;	566;	488
2;	40;	21673;	0.487291;	0.486273;	325;	331;	475;	465
2;	40;	21502;	0.487291;	0.490466;	2821;	264;	462;	454
3;	39;	21618;	0.485553;	0.488713;	557;	319;	491;	483
6;	36;	21731;	0.479139;	0.474668;	0;	540;	540;	498
2;	40;	21592;	0.487291;	0.492960;	15304;	195;	475;	471
4;	38;	21753;	0.483625;	0.479704;	10;	432;	500;	496
5;	37;	21722;	0.481493;	0.479698;	0;	482;	482;	480
5;	37;	21878;	0.481493;	0.480117;	6;	420;	448;	440
4;	38;	21553;	0.483625;	0.480676;	0;	518;	518;	504
6;	36;	21838;	0.479139;	0.484660;	8;	429;	491;	481
1;	41;	21739;	0.488854;	0.491605;	43109;	143;	511;	465
6;	36;	21770;	0.479139;	0.484520;	248;	342;	546;	494
5;	37;	21698;	0.481493;	0.482856;	1968;	275;	457;	447
3;	39;	21761;	0.485553;	0.487661;	681;	310;	468;	456
4;	38;	21449;	0.483625;	0.481095;	75;	372;	558;	464
2;	40;	21808;	0.487291;	0.485326;	21841;	181;	471;	463
4;	38;	21908;	0.483625;	0.489045;	186;	345;	459;	441
4;	38;	21422;	0.483625;	0.484128;	627;	316;	472;	460
6;	36;	21410;	0.479139;	0.478561;	0;	473;	473;	473
5;	37;	21792;	0.481493;	0.482654;	130;	360;	458;	454
2;	40;	21546;	0.487291;	0.487237;	147;	356;	518;	496
2;	40;	21800;	0.487291;	0.484450;	1643;	283;	467;	445
6;	36;	21780;	0.479139;	0.475344;	1;	522;	548;	522
4;	38;	21855;	0.483625;	0.480622;	545;	320;	476;	466
4;	38;	21705;	0.483625;	0.478047;	23;	403;	525;	467
5;	37;	21832;	0.481493;	0.477693;	2364;	271;	495;	469
5;	37;	21665;	0.481493;	0.481976;	215;	346;	474;	470
7;	35;	21709;	0.476545;	0.476991;	0;	496;	496;	480
3;	39;	21975;	0.485553;	0.484551;	224;	347;	467;	457
9;	33;	21923;	0.470562;	0.466816;	0;	735;	735;	481
5;	37;	21881;	0.481493;	0.483433;	272;	341;	495;	479
3;	39;	21580;	0.485553;	0.480769;	894;	301;	549;	463
5;	37;	21389;	0.481493;	0.481182;	9;	422;	470;	454
2;	40;	21891;	0.487291;	0.486182;	950;	305;	477;	473
5;	37;	21894;	0.481493;	0.481639;	3;	441;	471;	455
4;	38;	21784;	0.483625;	0.485035;	508;	317;	481;	461
6;	36;	21920;	0.479139;	0.480885;	2;	462;	514;	468
5;	37;	21691;	0.481493;	0.483057;	18;	414;	504;	452
4;	38;	21668;	0.483625;	0.486616;	3786;	252;	490;	476
3;	39;	21725;	0.485553;	0.484925;	3116;	259;	501;	455
6;	36;	21543;	0.479139;	0.478392;	0;	544;	544;	494
3;	39;	21794;	0.485553;	0.490823;	34671;	155;	479;	473
4;	38;	21665;	0.483625;	0.481837;	68;	382;	494;	474
5;	37;	21598;	0.481493;	0.485601;	334;	336;	540;	474
3;	39;	21606;	0.485553;	0.483477;	67;	378;	478;	460
5;	37;	21759;	0.481493;	0.477090;	0;	521;	521;	449
2;	40;	21553;	0.487291;	0.491208;	13563;	199;	505;	499
4;	38;	21799;	0.483625;	0.482499;	5;	461;	515;	481
4;	38;	21677;	0.483625;	0.483462;	265;	342;	542;	504
4;	38;	21535;	0.483625;	0.479916;	0;	481;	481;	469
2;	40;	21718;	0.487291;	0.488166;	4447;	246;	496;	462
4;	38;	21501;	0.483625;	0.488210;	4824;	241;	519;	461
4;	38;	21669;	0.483625;	0.484655;	30963;	160;	494;	484
3;	39;	21730;	0.485553;	0.478739;	3;	465;	529;	479
0;	42;	21681;	0.490257;	0.487201;	524287;	-10563;	465;	463
4;	38;	21643;	0.483625;	0.485330;	122575;	75;	495;	473
3;	39;	21449;	0.485553;	0.486083;	418;	322;	498;	472
1;	41;	21823;	0.488854;	0.494158;	950;	301;	509;	481
3;	39;	21586;	0.485553;	0.486704;	4848;	244;	494;	488
3;	39;	21897;	0.485553;	0.484815;	1007;	298;	460;	460
4;	38;	21762;	0.483625;	0.486858;	2533;	270;	464;	462
3;	39;	21966;	0.485553;	0.490212;	32919;	158;	504;	490
3;	39;	21734;	0.485553;	0.485875;	442;	326;	472;	464
